               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.042323,            0.011724,           0.0014275,             0.79379,             0.99958,             0.90116,             0.45692,            0.032974,           0.0048491,          0.00097525,           0.0024621,           0.0024621,            0.069262
                  37,            0.042907,            0.011612,           0.0015247,             0.97589,             0.96417,             0.96019,             0.40647,            0.039816,           0.0047412,          0.00091087,           0.0024849,           0.0024849,            0.068385
                  38,            0.041514,             0.01124,           0.0015595,             0.72292,             0.92806,             0.87324,             0.41958,            0.040533,           0.0049192,          0.00092505,           0.0025048,           0.0025048,            0.067505
                  39,            0.041199,            0.011402,           0.0013809,             0.94272,             0.99996,             0.98023,             0.47627,            0.033275,           0.0046222,           0.0010101,           0.0025217,           0.0025217,            0.066622
                  40,            0.041138,            0.010564,           0.0013445,             0.93931,                   1,             0.98891,             0.54006,            0.035353,           0.0054555,          0.00094763,           0.0025357,           0.0025357,            0.065736
                  41,            0.038901,            0.011029,           0.0013493,              0.9773,             0.98131,               0.995,             0.56575,            0.033815,           0.0050696,          0.00099208,           0.0025468,           0.0025468,            0.064847
                  42,            0.038066,            0.011163,           0.0012523,              0.9791,             0.99999,               0.995,              0.5831,            0.033612,           0.0046123,          0.00089548,            0.002555,            0.002555,            0.063955
                  43,            0.038534,            0.011157,           0.0013148,             0.97733,             0.99023,               0.995,             0.53247,            0.034795,           0.0045799,           0.0008433,           0.0025602,           0.0025602,             0.06306
                  44,            0.037558,            0.010239,           0.0013492,             0.96611,                   1,               0.995,              0.5278,            0.032805,           0.0048318,          0.00088112,           0.0025627,           0.0025627,            0.062163
                  45,            0.038314,            0.010571,            0.001184,             0.96676,             0.99992,               0.995,             0.52552,            0.034745,           0.0046045,          0.00080499,           0.0025622,           0.0025622,            0.061262
                  46,              0.0372,            0.010492,           0.0010852,             0.99829,                   1,               0.995,             0.56993,            0.030791,           0.0043806,          0.00084752,            0.002559,            0.002559,            0.060359
                  47,            0.035835,            0.010235,           0.0011127,             0.98814,                   1,               0.995,             0.44277,            0.034392,           0.0047747,          0.00085325,            0.002553,            0.002553,            0.059453
                  48,            0.036186,           0.0096215,           0.0010373,             0.98947,                   1,               0.995,              0.5434,            0.032508,           0.0045566,          0.00077144,           0.0025443,           0.0025443,            0.058544
                  49,            0.034625,            0.010265,          0.00097377,              0.9137,             0.85714,             0.90391,             0.45197,             0.03514,           0.0043555,          0.00087984,            0.002533,            0.002533,            0.057633
                  50,            0.035388,            0.010459,          0.00099426,             0.98159,             0.99997,               0.995,              0.5221,            0.031481,           0.0042207,          0.00080635,            0.002519,            0.002519,            0.056719
                  51,            0.035768,            0.010039,           0.0010577,             0.97193,             0.99975,               0.995,             0.58347,            0.031655,            0.004476,          0.00090693,           0.0025025,           0.0025025,            0.055802
                  52,             0.03549,            0.010196,           0.0010188,             0.97638,             0.98275,             0.98205,             0.46599,            0.033244,            0.004209,          0.00073792,           0.0024835,           0.0024835,            0.054884
                  53,            0.034242,            0.010428,            0.000981,             0.99701,             0.99997,               0.995,             0.63574,            0.029292,           0.0041998,          0.00073804,           0.0024621,           0.0024621,            0.053962
                  54,             0.03192,            0.010239,          0.00098187,              0.9899,                   1,               0.995,             0.56802,            0.031615,           0.0041099,          0.00069754,           0.0024384,           0.0024384,            0.053038
                  55,            0.039048,           0.0099586,           0.0010379,             0.79208,                   1,             0.98259,             0.51448,            0.037559,           0.0042499,          0.00081984,           0.0024124,           0.0024124,            0.052112
                  56,            0.044153,            0.011349,           0.0013324,             0.89754,             0.96407,             0.91367,              0.4267,            0.036337,            0.004523,           0.0011277,           0.0023843,           0.0023843,            0.051184
                  57,            0.041916,            0.010757,           0.0013383,             0.91406,             0.89286,             0.85842,             0.36668,            0.035794,           0.0044373,           0.0010679,           0.0023541,           0.0023541,            0.050254
                  58,            0.041698,            0.010599,           0.0013789,             0.96504,              0.9763,             0.99267,             0.51482,            0.032759,           0.0045781,           0.0012071,           0.0023219,           0.0023219,            0.049322
                  59,            0.038184,            0.010448,           0.0013667,             0.97741,             0.94373,             0.99063,             0.55653,            0.031507,           0.0046099,           0.0010692,           0.0022878,           0.0022878,            0.048388
                  60,            0.037649,           0.0092691,           0.0013095,             0.88304,             0.96429,             0.94429,              0.4763,            0.032179,           0.0045441,            0.001018,            0.002252,            0.002252,            0.047452
                  61,             0.03667,            0.010679,           0.0013189,             0.97728,             0.99196,               0.995,             0.49398,            0.031815,             0.00419,          0.00094942,           0.0022145,           0.0022145,            0.046514
                  62,            0.038099,            0.010219,           0.0012282,             0.81018,             0.96429,             0.89392,             0.44747,            0.031127,           0.0042285,           0.0010314,           0.0021754,           0.0021754,            0.045575
                  63,            0.036842,            0.010518,           0.0012571,             0.91877,                   1,             0.98625,               0.498,            0.031339,           0.0042597,          0.00099835,           0.0021349,           0.0021349,            0.044635
                  64,            0.034915,            0.010174,           0.0011562,             0.99876,             0.99982,               0.995,             0.53646,            0.031051,           0.0040615,          0.00094259,           0.0020931,           0.0020931,            0.043693
                  65,            0.034125,           0.0096327,           0.0010465,             0.99707,                   1,               0.995,             0.51792,            0.030381,           0.0039648,          0.00096651,             0.00205,             0.00205,             0.04275
                  66,            0.039881,            0.010327,            0.001201,             0.99984,                   1,               0.995,             0.52604,             0.03279,           0.0041804,           0.0011649,           0.0020059,           0.0020059,            0.041806
                  67,            0.034044,           0.0098024,           0.0011765,             0.99483,             0.99997,               0.995,             0.60784,            0.029725,           0.0039034,          0.00093038,           0.0019609,           0.0019609,            0.040861
                  68,             0.03728,            0.010301,           0.0010715,             0.94799,                   1,             0.99033,             0.58481,            0.029369,           0.0041226,           0.0010082,            0.001915,            0.001915,            0.039915
                  69,            0.033615,            0.010142,           0.0010528,             0.99277,                   1,               0.995,             0.51784,            0.030727,           0.0039853,          0.00092407,           0.0018685,           0.0018685,            0.038969
                  70,            0.033204,           0.0093764,           0.0010084,             0.95374,             0.96429,             0.93785,             0.48758,             0.03246,           0.0039392,           0.0008412,           0.0018215,           0.0018215,            0.038021
                  71,            0.034692,           0.0094653,           0.0010037,             0.99616,             0.99995,               0.995,             0.57447,            0.027799,           0.0040587,          0.00092352,            0.001774,            0.001774,            0.037074
                  72,            0.031148,           0.0095651,          0.00092812,             0.99396,                   1,               0.995,             0.59194,            0.028302,           0.0039184,          0.00076561,           0.0017263,           0.0017263,            0.036126
                  73,            0.032693,           0.0092016,          0.00083844,             0.99387,                   1,               0.995,              0.6571,            0.026644,           0.0039975,          0.00076912,           0.0016785,           0.0016785,            0.035179
                  74,            0.030591,           0.0095375,          0.00094368,             0.99478,                   1,               0.995,             0.62589,            0.027968,           0.0039595,          0.00077666,           0.0016308,           0.0016308,            0.034231
                  75,            0.030088,           0.0094527,          0.00085611,              0.9939,                   1,               0.995,             0.57818,            0.030586,           0.0038932,           0.0007466,           0.0015832,           0.0015832,            0.033283
                  76,            0.031338,           0.0095116,           0.0008919,             0.99338,                   1,               0.995,              0.6257,            0.026441,           0.0038011,          0.00077509,            0.001536,            0.001536,            0.032336
                  77,            0.029685,           0.0090743,           0.0008295,             0.99175,                   1,               0.995,             0.64568,            0.027303,           0.0037912,          0.00072112,           0.0014893,           0.0014893,            0.031389
                  78,            0.030481,            0.008983,          0.00079765,             0.98596,             0.99993,               0.995,             0.65427,            0.026466,           0.0037552,           0.0007087,           0.0014432,           0.0014432,            0.030443
                  79,            0.029424,           0.0092089,          0.00081609,             0.98296,             0.99991,               0.995,             0.65709,            0.027393,           0.0038893,          0.00069648,            0.001398,            0.001398,            0.029498
                  80,            0.029117,           0.0089894,           0.0008117,             0.98749,                   1,               0.995,             0.60682,            0.026476,           0.0037105,          0.00065839,           0.0013537,           0.0013537,            0.028554
                  81,            0.029409,           0.0093973,          0.00070944,             0.98996,                   1,               0.995,             0.62359,            0.027376,           0.0038368,          0.00065197,           0.0013105,           0.0013105,             0.02761
                  82,            0.026631,           0.0086459,          0.00069359,             0.98733,                   1,               0.995,             0.62096,            0.028365,           0.0039248,          0.00063932,           0.0012686,           0.0012686,            0.026669
                  83,             0.02784,           0.0091362,          0.00067668,             0.99242,                   1,               0.995,             0.61204,             0.02898,           0.0039113,          0.00058729,           0.0012281,           0.0012281,            0.025728
                  84,            0.027997,           0.0086775,          0.00064352,             0.99393,                   1,               0.995,             0.64161,            0.025786,            0.003718,            0.000552,           0.0011893,           0.0011893,            0.024789
                  85,            0.026961,            0.009199,          0.00055634,             0.98823,                   1,               0.995,             0.63839,            0.028206,           0.0038578,          0.00053953,           0.0011521,           0.0011521,            0.023852
                  86,            0.027973,            0.009339,          0.00058757,             0.99131,                   1,               0.995,             0.62101,            0.027069,           0.0037259,          0.00051251,           0.0011169,           0.0011169,            0.022917
                  87,              0.0285,           0.0086968,          0.00063015,             0.99298,                   1,               0.995,             0.60491,            0.027433,           0.0036946,          0.00052322,           0.0010838,           0.0010838,            0.021984
                  88,             0.02706,           0.0087704,          0.00058481,             0.98453,                   1,               0.995,             0.60799,            0.027706,            0.003817,          0.00051982,           0.0010528,           0.0010528,            0.021053
                  89,            0.027257,            0.009429,          0.00061652,              0.9894,             0.99995,               0.995,             0.64233,            0.026596,            0.003671,          0.00049426,           0.0010242,           0.0010242,            0.020124
                  90,            0.026285,           0.0083723,          0.00052163,             0.98878,                   1,               0.995,             0.61066,            0.027013,           0.0038061,          0.00048993,          0.00099816,          0.00099816,            0.019198
                  91,            0.026709,           0.0089058,          0.00055387,             0.98919,                   1,               0.995,             0.62918,             0.02696,           0.0036821,          0.00048502,          0.00097477,          0.00097477,            0.018275
                  92,            0.027174,           0.0085096,          0.00053761,             0.99082,                   1,               0.995,             0.64093,            0.025627,           0.0037057,          0.00045562,          0.00095419,          0.00095419,            0.017354
                  93,            0.026271,           0.0087472,          0.00051498,             0.99215,             0.99996,               0.995,             0.60618,            0.026743,           0.0038135,          0.00045259,          0.00093658,          0.00093658,            0.016437
                  94,            0.026068,           0.0090684,          0.00053077,             0.99124,                   1,               0.995,             0.62472,             0.02748,           0.0037896,          0.00043192,          0.00092207,          0.00092207,            0.015522
                  95,            0.025704,           0.0090287,          0.00048071,             0.99612,                   1,               0.995,             0.63223,            0.026668,           0.0037112,          0.00040673,          0.00091081,          0.00091081,            0.014611
                  96,            0.025643,           0.0084789,          0.00043418,             0.99756,                   1,               0.995,             0.62795,            0.026705,           0.0037421,          0.00040725,          0.00090294,          0.00090294,            0.013703
                  97,            0.025484,           0.0082443,          0.00046884,             0.99671,                   1,               0.995,             0.64316,            0.026437,           0.0036811,          0.00039316,          0.00089859,          0.00089859,            0.012799
                  98,            0.025487,           0.0085017,          0.00042053,             0.99101,                   1,               0.995,             0.63322,             0.02616,           0.0036325,          0.00037591,           0.0008979,           0.0008979,            0.011898
                  99,            0.027629,           0.0083806,          0.00040377,             0.99197,             0.99996,               0.995,             0.65804,            0.025768,           0.0035947,          0.00040702,            0.000901,            0.000901,            0.011001
